GO.ID	Term	Annotated	Significant	Expected	classicFisher	commun
GO:0051031	tRNA transport	33	9	2.41	0.00043	1
GO:0032392	DNA geometric change	70	14	5.1	0.00044	1
GO:1903900	regulation of viral life cycle	122	20	8.89	0.00049	1
GO:0045839	negative regulation of mitotic nuclear division	41	10	2.99	0.00056	1
GO:0046605	regulation of centrosome cycle	41	10	2.99	0.00056	1
GO:0008543	fibroblast growth factor receptor signaling pathway	72	14	5.25	0.00059	1
GO:0000077	DNA damage checkpoint	124	20	9.04	0.00060	1
GO:0034504	protein localization to nucleus	251	33	18.3	0.00065	1
GO:0071478	cellular response to radiation	107	18	7.8	0.00067	1
GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	57	12	4.16	0.00069	1
GO:0033046	negative regulation of sister chromatid segregation	35	9	2.55	0.00070	1
GO:0051985	negative regulation of chromosome segregation	35	9	2.55	0.00070	1
GO:0051338	regulation of transferase activity	623	67	45.42	0.00070	1
GO:0007098	centrosome cycle	65	13	4.74	0.00070	1
GO:0044344	cellular response to fibroblast growth factor stimulus	90	16	6.56	0.00071	1
GO:0051784	negative regulation of nuclear division	50	11	3.65	0.00077	1
GO:0071774	response to fibroblast growth factor	91	16	6.63	0.00080	1
GO:0070925	organelle assembly	414	48	30.18	0.00083	1
GO:0060070	canonical Wnt signaling pathway	214	29	15.6	0.00084	1
GO:0006826	iron ion transport	43	10	3.13	0.00084	1
GO:0031577	spindle checkpoint	36	9	2.62	0.00087	1
GO:0016458	gene silencing	196	27	14.29	0.00097	1
GO:0006366	transcription from RNA polymerase II promoter	1411	132	102.87	0.00098	1
GO:0006396	RNA processing	782	144	31.13	< 1e-30	2
GO:0016071	mRNA metabolic process	577	115	22.97	< 1e-30	2
GO:0022613	ribonucleoprotein complex biogenesis	417	97	16.6	< 1e-30	2
GO:0034660	ncRNA metabolic process	501	95	19.94	< 1e-30	2
GO:0019080	viral gene expression	179	56	7.13	< 1e-30	2
GO:0044033	multi-organism metabolic process	194	57	7.72	< 1e-30	2
GO:0034641	cellular nitrogen compound metabolic process	4307	282	171.44	< 1e-30	2
GO:0019083	viral transcription	168	52	6.69	< 1e-30	2
GO:0016072	rRNA metabolic process	244	61	9.71	< 1e-30	2
GO:0090304	nucleic acid metabolic process	3499	249	139.28	< 1e-30	2
GO:0006364	rRNA processing	240	60	9.55	< 1e-30	2
GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	268	63	10.67	< 1e-30	2
GO:0000398	mRNA splicing, via spliceosome	268	63	10.67	< 1e-30	2
GO:0034470	ncRNA processing	357	72	14.21	< 1e-30	2
GO:0042254	ribosome biogenesis	292	65	11.62	< 1e-30	2
GO:0000375	RNA splicing, via transesterification reactions	273	63	10.87	< 1e-30	2
GO:0008380	RNA splicing	347	70	13.81	< 1e-30	2
GO:0006413	translational initiation	167	50	6.65	< 1e-30	2
GO:0006397	mRNA processing	408	75	16.24	1.4e-30	2
GO:0006807	nitrogen compound metabolic process	4524	285	180.08	2.5e-30	2
GO:0006139	nucleobase-containing compound metabolic process	3865	259	153.85	1.2e-29	2
GO:0046483	heterocycle metabolic process	3933	259	156.55	3.2e-28	2
GO:0006614	SRP-dependent cotranslational protein targeting to membrane	93	37	3.7	4.2e-28	2
GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	114	40	4.54	8.2e-28	2
GO:0006725	cellular aromatic compound metabolic process	3964	259	157.79	1.4e-27	2
GO:0010467	gene expression	3614	245	143.86	1.4e-27	2
GO:0000278	mitotic cell cycle	774	99	30.81	3.1e-27	2
GO:0006613	cotranslational protein targeting to membrane	98	37	3.9	4.0e-27	2
GO:0044260	cellular macromolecule metabolic process	5246	304	208.82	5.2e-27	2
GO:0045047	protein targeting to ER	99	37	3.94	6.1e-27	2
GO:0072599	establishment of protein localization to endoplasmic reticulum	103	37	4.1	3.3e-26	2
GO:1903047	mitotic cell cycle process	726	94	28.9	3.6e-26	2
GO:1901360	organic cyclic compound metabolic process	4056	259	161.45	9.5e-26	2
GO:0016032	viral process	690	90	27.47	3.2e-25	2
GO:0019058	viral life cycle	349	63	13.89	3.7e-25	2
GO:0044403	symbiosis, encompassing mutualism through parasitism	707	91	28.14	4.3e-25	2
GO:0044419	interspecies interaction between organisms	707	91	28.14	4.3e-25	2
GO:0044764	multi-organism cellular process	693	90	27.59	4.4e-25	2
GO:0016070	RNA metabolic process	3168	221	126.1	6.0e-25	2
GO:0070972	protein localization to endoplasmic reticulum	115	37	4.58	3.0e-24	2
GO:0043170	macromolecule metabolic process	5522	308	219.8	3.5e-24	2
GO:0022618	ribonucleoprotein complex assembly	183	45	7.28	7.6e-24	2
GO:0000956	nuclear-transcribed mRNA catabolic process	187	45	7.44	2.0e-23	2
GO:0071826	ribonucleoprotein complex subunit organization	189	45	7.52	3.2e-23	2
GO:0022402	cell cycle process	1018	107	40.52	2.0e-22	2
GO:0006402	mRNA catabolic process	200	45	7.96	3.9e-22	2
GO:0007049	cell cycle	1264	121	50.31	4.5e-22	2
GO:0044085	cellular component biogenesis	1949	157	77.58	1.2e-21	2
GO:0006401	RNA catabolic process	223	46	8.88	6.1e-21	2
GO:0072594	establishment of protein localization to organelle	508	70	20.22	7.9e-21	2
GO:0044265	cellular macromolecule catabolic process	715	83	28.46	7.9e-20	2
GO:0006612	protein targeting to membrane	151	37	6.01	1.1e-19	2
GO:0031145	anaphase-promoting complex-dependent catabolic process	74	27	2.95	1.3e-19	2
GO:0044770	cell cycle phase transition	441	63	17.55	1.4e-19	2
GO:0034655	nucleobase-containing compound catabolic process	284	50	11.3	1.5e-19	2
GO:0033365	protein localization to organelle	686	80	27.31	3.3e-19	2
GO:0051439	regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	71	26	2.83	5.7e-19	2
GO:0051437	positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition	72	26	2.87	8.6e-19	2
GO:1904667	negative regulation of ubiquitin protein ligase activity	72	26	2.87	8.6e-19	2
GO:0044772	mitotic cell cycle phase transition	420	60	16.72	1.2e-18	2
GO:0046700	heterocycle catabolic process	298	50	11.86	1.3e-18	2
GO:1904666	regulation of ubiquitin protein ligase activity	80	27	3.18	1.4e-18	2
GO:0009057	macromolecule catabolic process	844	89	33.6	1.7e-18	2
GO:0044270	cellular nitrogen compound catabolic process	300	50	11.94	1.8e-18	2
GO:0019439	aromatic compound catabolic process	303	50	12.06	2.7e-18	2
GO:0006605	protein targeting	509	66	20.26	3.2e-18	2
GO:0051444	negative regulation of ubiquitin-protein transferase activity	76	26	3.03	4.1e-18	2
GO:1904668	positive regulation of ubiquitin protein ligase activity	76	26	3.03	4.1e-18	2
GO:0051436	negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle	70	25	2.79	5.6e-18	2
GO:0006412	translation	558	69	22.21	6.6e-18	2
GO:0046907	intracellular transport	1118	104	44.5	9.7e-18	2
GO:1901361	organic cyclic compound catabolic process	314	50	12.5	1.3e-17	2
GO:2000060	positive regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	81	26	3.22	2.5e-17	2
GO:0043043	peptide biosynthetic process	573	69	22.81	2.8e-17	2
GO:0051443	positive regulation of ubiquitin-protein transferase activity	91	27	3.62	5.9e-17	2
GO:0006886	intracellular protein transport	718	78	28.58	6.8e-17	2
GO:0044238	primary metabolic process	6122	313	243.69	7.5e-17	2
GO:0051438	regulation of ubiquitin-protein transferase activity	103	28	4.1	2.0e-16	2
GO:2000058	regulation of protein ubiquitination involved in ubiquitin-dependent protein catabolic process	88	26	3.5	2.5e-16	2
GO:0051276	chromosome organization	513	63	20.42	3.2e-16	2
GO:0043604	amide biosynthetic process	612	69	24.36	9.0e-16	2
GO:0044237	cellular metabolic process	6166	312	245.44	1.0e-15	2
GO:0071840	cellular component organization or biogenesis	3986	232	158.66	3.4e-15	2
GO:0007067	mitotic nuclear division	363	50	14.45	5.7e-15	2
GO:0006518	peptide metabolic process	651	70	25.91	6.3e-15	2
GO:0031397	negative regulation of protein ubiquitination	117	28	4.66	7.1e-15	2
GO:0007346	regulation of mitotic cell cycle	388	51	15.44	2.0e-14	2
GO:1903321	negative regulation of protein modification by small protein conjugation or removal	123	28	4.9	2.8e-14	2
GO:0071704	organic substance metabolic process	6330	314	251.97	2.9e-14	2
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	134	29	5.33	3.9e-14	2
GO:0051649	establishment of localization in cell	1353	109	53.86	4.1e-14	2
GO:1901987	regulation of cell cycle phase transition	266	41	10.59	4.3e-14	2
GO:1902582	single-organism intracellular transport	494	58	19.66	4.4e-14	2
GO:0051641	cellular localization	1676	125	66.71	8.3e-14	2
GO:1901990	regulation of mitotic cell cycle phase transition	249	39	9.91	1.1e-13	2
GO:0090150	establishment of protein localization to membrane	265	40	10.55	1.8e-13	2
GO:1903364	positive regulation of cellular protein catabolic process	142	29	5.65	1.9e-13	2
GO:0034613	cellular protein localization	1096	93	43.63	2.9e-13	2
GO:0008152	metabolic process	6499	317	258.69	3.1e-13	2
GO:0010564	regulation of cell cycle process	461	54	18.35	4.1e-13	2
GO:0009059	macromolecule biosynthetic process	3447	204	137.21	4.2e-13	2
GO:0051726	regulation of cell cycle	726	71	28.9	4.8e-13	2
GO:0070727	cellular macromolecule localization	1106	93	44.02	5.1e-13	2
GO:0034645	cellular macromolecule biosynthetic process	3361	200	133.79	5.6e-13	2
GO:0031398	positive regulation of protein ubiquitination	141	28	5.61	1.0e-12	2
GO:0034622	cellular macromolecular complex assembly	725	70	28.86	1.4e-12	2
GO:0000280	nuclear division	436	51	17.36	2.1e-12	2
GO:0043603	cellular amide metabolic process	732	70	29.14	2.2e-12	2
GO:1903322	positive regulation of protein modification by small protein conjugation or removal	156	29	6.21	2.3e-12	2
GO:0006283	transcription-coupled nucleotide-excision repair	73	20	2.91	3.7e-12	2
GO:0006259	DNA metabolic process	729	69	29.02	5.2e-12	2
GO:0006521	regulation of cellular amino acid metabolic process	47	16	1.87	1.4e-11	2
GO:0016043	cellular component organization	3860	216	153.65	1.9e-11	2
GO:0048285	organelle fission	462	51	18.39	1.9e-11	2
GO:1903050	regulation of proteolysis involved in cellular protein catabolic process	171	29	6.81	2.5e-11	2
GO:0007059	chromosome segregation	269	37	10.71	2.7e-11	2
GO:0045732	positive regulation of protein catabolic process	183	30	7.28	2.7e-11	2
GO:1901575	organic substance catabolic process	1190	93	47.37	3.6e-11	2
GO:0031396	regulation of protein ubiquitination	197	31	7.84	3.7e-11	2
GO:0002479	antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent	50	16	1.99	4.1e-11	2
GO:0044248	cellular catabolic process	1030	84	41	4.9e-11	2
GO:0065003	macromolecular complex assembly	1200	93	47.77	5.7e-11	2
GO:0051704	multi-organism process	1356	101	53.98	6.5e-11	2
GO:0044271	cellular nitrogen compound biosynthetic process	3308	191	131.68	8.3e-11	2
GO:0042590	antigen processing and presentation of exogenous peptide antigen via MHC class I	53	16	2.11	1.1e-10	2
GO:1903320	regulation of protein modification by small protein conjugation or removal	218	32	8.68	1.2e-10	2
GO:0000819	sister chromatid segregation	194	30	7.72	1.2e-10	2
GO:0033238	regulation of cellular amine metabolic process	54	16	2.15	1.5e-10	2
GO:0051301	cell division	428	47	17.04	1.5e-10	2
GO:0006353	DNA-templated transcription, termination	98	21	3.9	1.7e-10	2
GO:0042787	protein ubiquitination involved in ubiquitin-dependent protein catabolic process	173	28	6.89	1.8e-10	2
GO:0042176	regulation of protein catabolic process	260	35	10.35	1.8e-10	2
GO:0072657	protein localization to membrane	342	41	13.61	1.8e-10	2
GO:1903362	regulation of cellular protein catabolic process	185	29	7.36	1.8e-10	2
GO:0009056	catabolic process	1226	93	48.8	1.9e-10	2
GO:0016073	snRNA metabolic process	80	19	3.18	2.0e-10	2
GO:0006281	DNA repair	403	45	16.04	2.3e-10	2
GO:0045862	positive regulation of proteolysis	263	35	10.47	2.4e-10	2
GO:0031331	positive regulation of cellular catabolic process	202	30	8.04	3.4e-10	2
GO:0001736	establishment of planar polarity	83	19	3.3	3.9e-10	2
GO:0007164	establishment of tissue polarity	83	19	3.3	3.9e-10	2
GO:0006403	RNA localization	179	28	7.13	4.0e-10	2
GO:0006289	nucleotide-excision repair	103	21	4.1	4.6e-10	2
GO:0009301	snRNA transcription	66	17	2.63	4.6e-10	2
GO:0042795	snRNA transcription from RNA polymerase II promoter	66	17	2.63	4.6e-10	2
GO:0033036	macromolecule localization	1813	121	72.17	5.7e-10	2
GO:0002478	antigen processing and presentation of exogenous peptide antigen	116	22	4.62	7.6e-10	2
GO:0000387	spliceosomal snRNP assembly	37	13	1.47	7.6e-10	2
GO:0002474	antigen processing and presentation of peptide antigen via MHC class I	68	17	2.71	7.7e-10	2
GO:0015031	protein transport	1202	90	47.85	8.1e-10	2
GO:1902580	single-organism cellular localization	732	64	29.14	1.0e-09	2
GO:0045184	establishment of protein localization	1309	95	52.11	1.2e-09	2
GO:0010608	posttranscriptional regulation of gene expression	381	42	15.17	1.4e-09	2
GO:0042273	ribosomal large subunit biogenesis	62	16	2.47	1.5e-09	2
GO:0019884	antigen processing and presentation of exogenous antigen	120	22	4.78	1.5e-09	2
GO:0060071	Wnt signaling pathway, planar cell polarity pathway	80	18	3.18	1.5e-09	2
GO:0090175	regulation of establishment of planar polarity	80	18	3.18	1.5e-09	2
GO:0001738	morphogenesis of a polarized epithelium	90	19	3.58	1.7e-09	2
GO:0098813	nuclear chromosome segregation	229	31	9.12	1.8e-09	2
GO:1901566	organonitrogen compound biosynthetic process	958	76	38.13	1.9e-09	2
GO:0050684	regulation of mRNA processing	81	18	3.22	1.9e-09	2
GO:0044802	single-organism membrane organization	591	55	23.52	2.0e-09	2
GO:0006261	DNA-dependent DNA replication	123	22	4.9	2.4e-09	2
GO:0048002	antigen processing and presentation of peptide antigen	123	22	4.9	2.4e-09	2
GO:0034654	nucleobase-containing compound biosynthetic process	2874	167	114.4	3.1e-09	2
GO:0061024	membrane organization	688	60	27.39	4.2e-09	2
GO:0018130	heterocycle biosynthetic process	2912	168	115.91	4.7e-09	2
GO:0009896	positive regulation of catabolic process	239	31	9.51	5.1e-09	2
GO:0038061	NIK/NF-kappaB signaling	86	18	3.42	5.3e-09	2
GO:0071166	ribonucleoprotein complex localization	118	21	4.7	6.2e-09	2
GO:0009452	7-methylguanosine RNA capping	36	12	1.43	7.0e-09	2
GO:0036260	RNA capping	36	12	1.43	7.0e-09	2
GO:0006913	nucleocytoplasmic transport	345	38	13.73	9.4e-09	2
GO:0019438	aromatic compound biosynthetic process	2918	167	116.15	1.0e-08	2
GO:0006260	DNA replication	247	31	9.83	1.1e-08	2
GO:0008104	protein localization	1588	106	63.21	1.1e-08	2
GO:0006974	cellular response to DNA damage stimulus	606	54	24.12	1.3e-08	2
GO:0051169	nuclear transport	353	38	14.05	1.8e-08	2
GO:1901564	organonitrogen compound metabolic process	1439	98	57.28	1.9e-08	2
GO:0006370	7-methylguanosine mRNA capping	32	11	1.27	2.1e-08	2
GO:0000245	spliceosomal complex assembly	47	13	1.87	2.1e-08	2
GO:0007062	sister chromatid cohesion	115	20	4.58	2.2e-08	2
GO:0044106	cellular amine metabolic process	75	16	2.99	2.9e-08	2
GO:1901362	organic cyclic compound biosynthetic process	2979	168	118.58	2.9e-08	2
GO:0006520	cellular amino acid metabolic process	203	27	8.08	3.0e-08	2
GO:0090263	positive regulation of canonical Wnt signaling pathway	96	18	3.82	3.3e-08	2
GO:0098781	ncRNA transcription	96	18	3.82	3.3e-08	2
GO:1903311	regulation of mRNA metabolic process	107	19	4.26	3.5e-08	2
GO:0002223	stimulatory C-type lectin receptor signaling pathway	86	17	3.42	3.5e-08	2
GO:0070647	protein modification by small protein conjugation or removal	712	59	28.34	3.8e-08	2
GO:0002220	innate immune response activating cell surface receptor signaling pathway	87	17	3.46	4.2e-08	2
GO:0032774	RNA biosynthetic process	2594	150	103.25	6.0e-08	2
GO:0042255	ribosome assembly	51	13	2.03	6.1e-08	2
GO:0032446	protein modification by small protein conjugation	634	54	25.24	6.2e-08	2
GO:0033209	tumor necrosis factor-mediated signaling pathway	111	19	4.42	6.4e-08	2
GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	281	32	11.19	6.8e-08	2
GO:0044249	cellular biosynthetic process	3974	208	158.19	6.9e-08	2
GO:0009894	regulation of catabolic process	356	37	14.17	7.0e-08	2
GO:0030177	positive regulation of Wnt signaling pathway	112	19	4.46	7.4e-08	2
GO:0043488	regulation of mRNA stability	124	20	4.94	8.0e-08	2
GO:0019882	antigen processing and presentation	148	22	5.89	8.1e-08	2
GO:0010498	proteasomal protein catabolic process	300	33	11.94	9.8e-08	2
GO:0009308	amine metabolic process	82	16	3.26	1.1e-07	2
GO:0051348	negative regulation of transferase activity	244	29	9.71	1.1e-07	2
GO:0071426	ribonucleoprotein complex export from nucleus	115	19	4.58	1.1e-07	2
GO:1901576	organic substance biosynthetic process	4024	209	160.18	1.2e-07	2
GO:0050434	positive regulation of viral transcription	38	11	1.51	1.6e-07	2
GO:0043933	macromolecular complex subunit organization	1752	110	69.74	1.6e-07	2
GO:0031329	regulation of cellular catabolic process	264	30	10.51	1.9e-07	2
GO:0035567	non-canonical Wnt signaling pathway	107	18	4.26	1.9e-07	2
GO:0071702	organic substance transport	1631	104	64.92	1.9e-07	2
GO:0009058	biosynthetic process	4070	210	162.01	2.0e-07	2
GO:0043487	regulation of RNA stability	131	20	5.21	2.0e-07	2
GO:0006996	organelle organization	2233	131	88.89	3.4e-07	2
GO:0031123	RNA 3'-end processing	100	17	3.98	3.5e-07	2
GO:0019985	translesion synthesis	33	10	1.31	3.6e-07	2
GO:0022607	cellular component assembly	1717	107	68.35	3.8e-07	2
GO:0038095	Fc-epsilon receptor signaling pathway	102	17	4.06	4.7e-07	2
GO:0044267	cellular protein metabolic process	3074	167	122.36	5.4e-07	2
GO:0006354	DNA-templated transcription, elongation	115	18	4.58	5.7e-07	2
GO:0050852	T cell receptor signaling pathway	115	18	4.58	5.7e-07	2
GO:0006369	termination of RNA polymerase II transcription	61	13	2.43	5.9e-07	2
GO:0043484	regulation of RNA splicing	82	15	3.26	6.6e-07	2
GO:0048024	regulation of mRNA splicing, via spliceosome	53	12	2.11	8.1e-07	2
GO:0010565	regulation of cellular ketone metabolic process	107	17	4.26	9.5e-07	2
GO:0050851	antigen receptor-mediated signaling pathway	132	19	5.25	1.0e-06	2
GO:1905330	regulation of morphogenesis of an epithelium	120	18	4.78	1.1e-06	2
GO:0006352	DNA-templated transcription, initiation	199	24	7.92	1.1e-06	2
GO:0051983	regulation of chromosome segregation	75	14	2.99	1.2e-06	2
GO:0006418	tRNA aminoacylation for protein translation	46	11	1.83	1.3e-06	2
GO:0006383	transcription from RNA polymerase III promoter	47	11	1.87	1.6e-06	2
GO:0000209	protein polyubiquitination	190	23	7.56	1.8e-06	2
