DepMap_ID,CCLE_Name,Aliases,COSMIC_ID,Sanger ID,Primary Disease,Subtype Disease,Gender,Source
ACH-000843,HARA_LUNG,,1240142,350,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,HSRRB
ACH-000844,DMS454_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ECACC
ACH-000845,NCIH1373_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000846,FADU_UPPER_AERODIGESTIVE_TRACT,,906863,1170,Head and Neck Cancer,Squamous Cell Carcinoma,Male,ATCC
ACH-000847,HGC27_STOMACH,,907055,1102,Gastric Cancer,Carcinoma,,ECACC
ACH-000848,JHH7_LIVER,,1240160,1038,Liver Cancer,Hepatocellular Carcinoma,Male,HSRRB
ACH-000849,MDAMB468_BREAST,,908123,415,Breast Cancer,Carcinoma,Female,ATCC
ACH-000850,HS698T_FIBROBLAST,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000851,MORCPR_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,ECACC
ACH-000852,NCIH1435_LUNG,,1298347,2119,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000853,NCIH661_LUNG,,687829,107,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ATCC
ACH-000854,OCIMY5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,,
ACH-000855,KYSE150_OESOPHAGUS,,907317,407,Esophageal Cancer,Squamous Cell Carcinoma,Female,DSMZ
ACH-000856,CAL51_BREAST,,910927,4,Breast Cancer,Carcinoma,Female,DSMZ
ACH-000857,CAL851_BREAST,,910852,113,Breast Cancer,Carcinoma,Female,DSMZ
ACH-000858,KNS62_LUNG,,753569,1369,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-000859,HCC1954_BREAST,,749709,2143,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000860,NCIH358_LUNG,,908465,1691,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Male,ATCC
ACH-001274,SW982_SOFT_TISSUE,,909759,1560,Sarcoma,Synovial,,
ACH-000862,KMBC2_URINARY_TRACT,,,,Bladder Cancer,Carcinoma,,HSRRB
ACH-000863,DBTRG05MG_CENTRAL_NERVOUS_SYSTEM,,906835,1784,Brain Cancer,Glioblastoma,Female,ATCC
ACH-000864,COLO684_ENDOMETRIUM,,910691,218,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,ECACC
ACH-000865,KYSE450_OESOPHAGUS,,907320,60,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-000866,NCIH1048_LUNG,,687995,1875,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ATCC
ACH-000867,CHAGOK1_LUNG,,687596,1605,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Male,ECACC
ACH-000868,HCC1195_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenosquamous Carcinoma",Male,KCLB
ACH-000869,NCIH1568_LUNG,,1298348,711,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000870,NCIH1930_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000871,NCIH510_LUNG,,753605,919,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-001275,SYO1_SOFT_TISSUE,,,,Sarcoma,Synovial,,
ACH-000873,KYSE270_OESOPHAGUS,,907319,1518,Esophageal Cancer,Squamous Cell Carcinoma,Male,DSMZ
ACH-001278,BIN67_OVARY,,,,Ovarian Cancer,Small Cell Carcinoma of the Ovary Hypercalcemic Type (SCCOHT),-1,
ACH-000875,NCIH2347_LUNG,,687820,337,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000876,MDAMB415_BREAST,,924240,344,Breast Cancer,Carcinoma,Female,ATCC
ACH-000877,EB1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Female,ATCC
ACH-000878,HCC15_LUNG,,1240143,1368,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,DSMZ
ACH-000879,MFE296_ENDOMETRIUM,,908130,920,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,DSMZ
ACH-000880,AGS_STOMACH,,906790,1011,Gastric Cancer,Adenocarcinoma,Female,ATCC
ACH-000881,MELJUSO_SKIN,,908125,626,Skin Cancer,Melanoma,Female,DSMZ
ACH-000882,IGR1_SKIN,,907169,1534,Skin Cancer,Melanoma,Male,DSMZ
ACH-000883,SW1783_CENTRAL_NERVOUS_SYSTEM,,909750,1453,Brain Cancer,Astrocytoma,Male,ATCC
ACH-000884,MDAMB435S_SKIN,,,,Skin Cancer,"Melanoma, amelanotic",Female,ATCC
ACH-000885,TOV21G_OVARY,,1240222,700,Ovarian Cancer,"Adenocarcinoma, clear cell",Female,ATCC
ACH-000886,NCIH2009_LUNG,,724873,79,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-001430,TC138_BONE,,,,Bone Cancer,Ewings Sarcoma,-1,
ACH-000888,NCIH1793_LUNG,,908463,934,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000889,KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,Male,HSSRB
ACH-000890,SW1271_LUNG,,1299062,2037,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,ATCC
ACH-000891,HCC1438_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,KCLB
ACH-000892,NCIH1563_LUNG,,753600,1402,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000893,NCIH1651_LUNG,,910900,1828,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000894,NCIH1869_LUNG,,1240183,90,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,ATCC
ACH-000895,CL34_LARGE_INTESTINE,,1290771,1005,Colon/Colorectal Cancer,Colon Carcinoma,Female,DSMZ
ACH-000896,647V_URINARY_TRACT,,906797,2061,Bladder Cancer,Carcinoma,Male,DSMZ
ACH-000897,FTC238_THYROID,,,,Thyroid Cancer,"Carcinoma, follicular",Male,ECACC
ACH-000898,SNU719_STOMACH,,,,Gastric Cancer,"Adenocarcinoma, tubular",Male,KCLB
ACH-000899,WM88_SKIN,,,,Skin Cancer,Melanoma,,Academic Lab
ACH-000900,NCIH23_LUNG,,905942,2108,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000901,HCC1359_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Female,KCLB
ACH-000536,BT20_BREAST,BT-20,906801,2264,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000903,FTC133_THYROID,,906864,1007,Thyroid Cancer,"Carcinoma, anaplastic",Male,ECACC
ACH-000904,NCIH2106_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ATCC
ACH-000905,5637_URINARY_TRACT,,687452,1157,Bladder Cancer,Unknown,Male,ATCC
ACH-000906,ES2_OVARY,,1240128,869,Ovarian Cancer,"Carcinoma, clear cell",Female,ATCC
ACH-000907,SNU349_KIDNEY,,,,Kidney Cancer,"Renal Carcinoma, clear cell",Male,KCLB
ACH-000908,SNU520_STOMACH,,,,Gastric Cancer,Stomach Adenocarcinoma,Female,KCLB
ACH-000909,JHUEM2_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Uterine/Endometrial Adenocarcinoma,Female,RIKEN
ACH-000910,MDAMB453_BREAST,,908122,101,Breast Cancer,Carcinoma,Female,ATCC
ACH-000911,NUGC3_STOMACH,,908455,1251,Gastric Cancer,Adenocarcinoma,Male,JHSF
ACH-000912,NCIH2286_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ATCC
ACH-000913,ESS1_ENDOMETRIUM,,907000,293,Endometrial/Uterine Cancer,Endometrial Stromal Sarcoma,Female,DSMZ
ACH-000915,IPC298_SKIN,,907171,77,Skin Cancer,Melanoma,Female,DSMZ
ACH-000916,NCIH1573_LUNG,,908472,372,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ATCC
ACH-000917,TE4_OESOPHAGUS,,1503371,382,Esophageal Cancer,Squamous Cell Carcinoma,,RIKEN
ACH-000104,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Loucy,907789,1645,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Female,ATCC
ACH-000919,IM95_STOMACH,,1240155,405,Gastric Cancer,Adenocarcinoma,Male,HSRRB
ACH-000920,CMLT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,910951,160,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",Female,DSMZ
ACH-000921,NCIH1339_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Female,ATCC
ACH-000874,RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909703,862,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",Female,ATCC
ACH-000924,NCIH2172_LUNG,,1298353,1692,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",Female,ATCC
ACH-000925,DV90_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,DSMZ
ACH-000926,HT55_LARGE_INTESTINE,,907287,1688,Colon/Colorectal Cancer,Colon Carcinoma,,ECACC
ACH-000927,BT474_BREAST,,946359,412,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000928,JHUEM1_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,RIKEN
ACH-000929,NCIH2110_LUNG,,1298351,1948,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), unspecified",,ATCC
ACH-000643,HDQP1_BREAST,,1290922,743,Breast Cancer,Breast Ductal Carcinoma,Female,DSMZ
ACH-000931,HMCB_SKIN,,,,Skin Cancer,Melanoma,,ATCC
ACH-000932,SNU1_STOMACH,,908444,564,Gastric Cancer,Carcinoma,Male,ATCC
ACH-000933,SNU324_PANCREAS,,,,Pancreatic Cancer,Carcinoma,Male,KCLB
ACH-000759,MDAMB175VII_BREAST,,908120,50,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000935,MDST8_LARGE_INTESTINE,,1240173,928,Colon/Colorectal Cancer,Colon Carcinoma,,ECACC
ACH-000936,EFO27_OVARY,,906852,1497,Ovarian Cancer,"Adenocarcinoma, mucinous papillary",Female,DSMZ
ACH-001289,COGAR359_SOFT_TISSUE,,,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),-1,
ACH-000122,SUPT11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-T11,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,DSMZ
ACH-000939,SKUT1_SOFT_TISSUE,,909732,725,Sarcoma,Leiomyosarcoma,Female,ATCC
ACH-000940,AN3CA_ENDOMETRIUM,,910781,1294,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,ATCC
ACH-000941,HEC1B_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,ATCC
ACH-000372,P12ICHIKAWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P12-ICHIKAWA,909251,2153,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,DSMZ
ACH-000943,RKO_LARGE_INTESTINE,,909698,607,Colon/Colorectal Cancer,Colon Carcinoma,,ATCC
ACH-000944,NAMALWA_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,908159,669,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Female,JCRB
ACH-000945,NCIH650_LUNG,,722066,1539,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Bronchoalveolar Carcinoma",Male,ATCC
ACH-000946,HEC265_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,HSSRB
ACH-000947,OVK18_OVARY,,1480371,200,Ovarian Cancer,"Adenocarcinoma, endometrioid",Female,Riken
ACH-000948,2313287_STOMACH,,910924,558,Gastric Cancer,Adenocarcinoma,Male,DSMZ
ACH-000949,TGBC11TKB_STOMACH,,909770,1917,Gastric Cancer,Adenocarcinoma,Female,RIKEN
ACH-000950,LOVO_LARGE_INTESTINE,,907790,306,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000951,NCIH2342_LUNG,,687819,1814,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Male,ATCC
ACH-000952,MDAPCA2B_PROSTATE,,,,Prostate Cancer,Adenocarcinoma,Male,ATCC
ACH-000953,SUPT1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,909743,1452,Leukemia,"T-cell, unspecified",Male,ATCC
ACH-000954,HEC1A_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Uterine/Endometrial Adenocarcinoma,Female,ATCC
ACH-000955,SNU407_LARGE_INTESTINE,,1660034,1907,Colon/Colorectal Cancer,Colon Carcinoma,Male,KCLB
ACH-000956,22RV1_PROSTATE,,924100,1027,Prostate Cancer,Carcinoma,Male,ATCC
ACH-000957,LS180_LARGE_INTESTINE,,998189,2081,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ATCC
ACH-000958,SW48_LARGE_INTESTINE,,909751,1,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ATCC
ACH-000959,SNUC4_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,KCLB
ACH-000059,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SUP-B15,1247871,786,Leukemia,"Acute Lymphoblastic Leukemia (ALL), B-cell",Male,ATCC
ACH-000961,ISHIKAWAHERAKLIO02ER_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,ECACC
ACH-000962,OC314_OVARY,,909257,896,Ovarian Cancer,"Cystadenocarcinoma, serous papillary",Female,ICLC
ACH-000963,CCK81_LARGE_INTESTINE,,1240123,1915,Colon/Colorectal Cancer,Colon Adenocarcinoma,,HSRRB
ACH-000519,PEER_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PEER,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Female,HSRRB
ACH-000965,RL952_ENDOMETRIUM,,930082,2215,Endometrial/Uterine Cancer,Adenosquamous Carcinoma,Female,ATCC
ACH-000966,IGROV1_OVARY,,905968,1215,Ovarian Cancer,"Adenocarcinoma, endometrioid",Female,NCI/DCTD
ACH-000967,SNUC2A_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Carcinoma,Female,ATCC
ACH-000968,COLO792_SKIN,,906814,1467,Skin Cancer,Melanoma,Male,ECACC
ACH-000969,KM12_LARGE_INTESTINE,,905989,1990,Colon/Colorectal Cancer,Colon Adenocarcinoma,-1,JCRB
ACH-000970,SNUC5_LARGE_INTESTINE,,1674021,152,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Female,KCLB
ACH-000971,HCT116_LARGE_INTESTINE,,905936,1920,Colon/Colorectal Cancer,Colon Carcinoma,Male,ATCC
ACH-000972,HEC151_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,HSSRB
ACH-000973,639V_URINARY_TRACT,,906798,1483,Bladder Cancer,Transitional Cell Carcinoma,Male,ATCC
ACH-000974,SNGM_ENDOMETRIUM,,909735,2058,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,HSSRB
ACH-001300,CHLA15_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,,
ACH-000976,HUCCT1_BILIARY_TRACT,,907069,1213,Bile Duct Cancer,"Cholangiocarcinoma, intrahepatic",Male,HSSRB
ACH-000977,LNCAPCLONEFGC_PROSTATE,,907788,2080,Prostate Cancer,Adenocarcinoma,Male,ATCC
ACH-000978,EN_ENDOMETRIUM,,1240127,1919,Endometrial/Uterine Cancer,Endometrial Carcinoma,Female,DSMZ
ACH-000979,DU145_PROSTATE,,905935,872,Prostate Cancer,Carcinoma,Male,ATCC
ACH-000980,NCIH1155_LUNG,,908467,801,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",Male,ATCC
ACH-000964,MOLT3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,PT-6ZZI
ACH-000982,GP2D_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Female,ECACC
ACH-000983,KCL22_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,1330931,1513,Leukemia,"Chronic Myelogenous Leukemia (CML), blast crisis",Female,DSMZ
ACH-000984,HEC6_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,HSSRB
ACH-000985,LS411N_LARGE_INTESTINE,,907794,724,Colon/Colorectal Cancer,Colon Carcinoma,Male,ATCC
ACH-000986,HT115_LARGE_INTESTINE,,907289,2099,Colon/Colorectal Cancer,Colon Carcinoma,,ECACC
ACH-000987,MEWO_SKIN,,908128,102,Skin Cancer,Melanoma,Male,ATCC
ACH-000988,MFE319_ENDOMETRIUM,,1240174,1816,Endometrial/Uterine Cancer,Unknown,Female,DSMZ
ACH-000989,SNU175_LARGE_INTESTINE,,1659928,154,Colon/Colorectal Cancer,"Colorectal Carcinoma, mucinous",Female,KCLB
ACH-000990,HEC108_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Uterine/Endometrial Adenocarcinoma,Female,HSSRB
ACH-000991,SNU81_LARGE_INTESTINE,,1660036,697,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Male,KCLB
ACH-000992,BICR18_UPPER_AERODIGESTIVE_TRACT,,,,Head and Neck Cancer,Squamous Cell Carcinoma,Male,ECACC
ACH-000993,JHUEM7_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Endometrial Adenocarcinoma,Female,RIKEN
ACH-000994,HEC59_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Uterine/Endometrial Adenocarcinoma,Female,HSSRB
ACH-000105,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ALL-SIL,1295740,2263,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,DSMZ
ACH-000996,HEC251_ENDOMETRIUM,,,,Endometrial/Uterine Cancer,Uterine/Endometrial Adenocarcinoma,Female,HSSRB
ACH-000997,HCT15_LARGE_INTESTINE,,905937,1553,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-000998,CW2_LARGE_INTESTINE,,910554,1833,Colon/Colorectal Cancer,Colorectal Carcinoma,Female,RIKEN
ACH-000999,SNU1040_LARGE_INTESTINE,,1659823,2191,Colon/Colorectal Cancer,Colorectal Carcinoma,Male,KCLB
ACH-001000,1321N1_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioma,,ECACC
ACH-001001,143B_BONE,,,,Bone Cancer,Osteosarcoma,Female,ATCC
ACH-001002,451LU_SKIN,,1287706,577,Skin Cancer,Melanoma,-1,
ACH-001011,ACCS_URINARY_TRACT,,,,Bladder Cancer,Carcinoma,Female,
ACH-001015,AZ521_SMALL_INTESTINE,,,,Gastric Cancer,Duodenal Adenocarcinoma,,
ACH-001016,BECKER_CENTRAL_NERVOUS_SYSTEM,,906746,2090,Brain Cancer,Glioma,Male,HSRRB
ACH-001017,BGC823_STOMACH,,,,Gastric Cancer,Adenocarcinoma,Male,
ACH-001018,BJHTERT_FIBROBLAST,,,,Fibroblast,Unknown,-1,
ACH-001020,BT16_SOFT_TISSUE,,,,Rhabdoid,Atypical Teratoid Rhabdoid Tumor (ATRT),,
ACH-001021,C3A_LIVER,,910850,1161,Liver Cancer,Hepatocellular Carcinoma,Male,ATCC
ACH-000499,EW8_BONE,EW8,,,Bone Cancer,Ewings Sarcoma,,
ACH-001023,CGTHW1_THYROID,,910568,65,Thyroid Cancer,"Carcinoma, follicular",Female,DSMZ
ACH-001024,CHL1_SKIN,,910853,739,Skin Cancer,Melanoma,,ATCC
ACH-001301,COGN278_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,,
ACH-000279,EWS502_BONE,EWS502,,,Bone Cancer,Ewings Sarcoma,,
ACH-001302,COGN305_AUTONOMIC_GANGLIA,,,,Neuroblastoma,Unknown,-1,
ACH-000391,MHHES1_BONE,MHH-ES-1,908134,339,Bone Cancer,Ewings Sarcoma,Male,DSMZ
ACH-000041,RDES_BONE,RD-ES,,,Bone Cancer,Ewings Sarcoma,Male,ATCC
ACH-001036,CMK115_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Acute Myelogenous Leukemia (AML),,HSSRB
ACH-001037,CMK86_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Leukemia,Acute Myelogenous Leukemia (AML),,HSRRB
ACH-001039,COLO205_LARGE_INTESTINE,,905961,1687,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-001041,COLO699_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,DSMZ
ACH-001042,COLO704_OVARY,,,,Ovarian Cancer,Carcinoma,Female,DSMZ
ACH-001043,COLO775_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Plasma Cell,Female,
ACH-001044,COLO818_SKIN,,,,Skin Cancer,Melanoma,,DSMZ
ACH-001047,CORL51_LUNG,,,,Lung Cancer,Small Cell Lung Cancer (SCLC),Male,
ACH-001048,COV504_OVARY,,,,Ovarian Cancer,"Adenocarcinoma, high grade serous",Female,ECACC
ACH-001049,CPCN_LUNG,,753547,292,Lung Cancer,Small Cell Lung Cancer (SCLC),,ATCC
ACH-001431,TC205_BONE,,,,Bone Cancer,Ewings Sarcoma,-1,
ACH-001052,D384_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-000128,LN319_CENTRAL_NERVOUS_SYSTEM,LN-319,,,Brain Cancer,Glioblastoma,Male,
ACH-000512,INA6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,INA-6,,,Myeloma,Multiple Myeloma,,
ACH-001055,D556_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Medulloblastoma,,
ACH-001057,DERL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-001059,DL_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,-1,
ACH-001060,DL40_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-001061,DLD1_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colon Adenocarcinoma,Male,ATCC
ACH-001063,DOV13_OVARY,,1479987,1897,Non-Cancerous,Control,Female,Academic Lab
ACH-001064,EB2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,906846,873,Lymphoma,"B-cell, Non-Hodgkins, Burkitts",Female,ATCC
ACH-000349,HCC1500_BREAST,HCC1500,1303900,653,Breast Cancer,Breast Ductal Carcinoma,Female,ATCC
ACH-000887,SF172_CENTRAL_NERVOUS_SYSTEM,,,,Brain Cancer,Glioblastoma,Female,
ACH-001068,FEPD_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,,
ACH-001071,GLC82_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",Female,ICLC
ACH-001072,GRM_SKIN,,,,Skin Cancer,Melanoma,Male,
ACH-001075,NCIH292_LUNG,,753604,935,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Mucoepidermoid Carcinoma",Female,ATCC
ACH-001078,HCC1588_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Female,KCLB
ACH-001079,HCC1897_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",,
ACH-001081,HCC2998_LARGE_INTESTINE,,905971,43,Colon/Colorectal Cancer,Unknown,,
ACH-001084,HCT8_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Male,
ACH-001086,HELA_CERVIX,,1298134,1799,Cervical Cancer,Carcinoma,,
ACH-001087,HK2_KIDNEY,,,,immortalized_epithelial,kidney,,
ACH-001088,HLC1_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",,
ACH-001089,HLE_LIVER,,907057,311,Liver Cancer,Hepatocellular Carcinoma,Male,HSRRB
ACH-001090,HN_UPPER_AERODIGESTIVE_TRACT,,907059,1060,Head and Neck Cancer,"Squamous Cell Carcinoma, oral",Male,DSMZ
ACH-001091,HRT18_LARGE_INTESTINE,,,,Colon/Colorectal Cancer,Colorectal Adenocarcinoma,Male,
ACH-001093,HS604T_FIBROBLAST,,,,Lymphoma,Unknown,Male,ATCC
ACH-001094,HTK_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Myeloma,Multiple Myeloma,,ECACC
ACH-001270,127399_SOFT_TISSUE,,,,Sarcoma,Synovial,,
ACH-001097,KARPAS384_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,T-cell,-1,
ACH-001098,KCIMOH1_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Female,DSMZ
ACH-001099,KD_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001100,KHYG_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,,,,Lymphoma,Unknown,,
ACH-001101,KLM1_PANCREAS,,,,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",,RIKEN
ACH-000197,TALL1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,TALL-1,909762,2218,Leukemia,"Acute Lymphoblastic Leukemia (ALL), T-cell",Male,DSMZ
ACH-001107,KP1N_PANCREAS,,1298216,228,Pancreatic Cancer,"Ductal Adenocarcinoma, exocrine",Male,
ACH-001108,KP1NL_PANCREAS,,,,Pancreatic Cancer,Carcinoma,Male,
ACH-001109,KPMRTRY_SOFT_TISSUE,,,,Rhabdoid,Malignant Rhabdoid Tumor,,
ACH-001280,SCS214_SOFT_TISSUE,,,,Sarcoma,Synovial,-1,
ACH-001113,LC1SQSF_LUNG,,,,Lung Cancer,"Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",Male,RIKEN
ACH-001118,M059J_CENTRAL_NERVOUS_SYSTEM,,949094,2225,Brain Cancer,Glioma,,
